"action","record_type","libid","serial_title","nlm_unique_id","holdings_format","begin_volume","end_volume","begin_year","end_year","issns","currently_received","retention_policy","limited_retention_period","limited_retention_type","embargo_period","has_epub_ahead_of_print","has_supplements","ignore_warnings","last_modified"
"","HOLDING","MAUTUF","The Journal of bone and joint surgery","NLM_17840040R","Print","","","","","0375-9229 (Print), 1938-0658 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2023-Mar-31"
"","RANGE","","","","","7","29","1925","1947","","","","","","","","","",""
"","HOLDING","MAUTUF","The Journal of bone and joint surgery. American volume","NLM_0014030","Electronic","","","","","0021-9355 (Print), 1058-2436 (CD-ROM), 1535-1386 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1993","","","","","","","","","","",""
"","HOLDING","MAUTUF","The Journal of bone and joint surgery. American volume","NLM_0014030","Print","","","","","0021-9355 (Print), 1058-2436 (CD-ROM), 1535-1386 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2023-Mar-31"
"","RANGE","","","","","30","74","1948","1992","","","","","","","","","",""
"","RANGE","","","","","77","81","1995","1999","","","","","","","","","",""
"","HOLDING","MAUTUF","The Journal of bone and joint surgery. British volume","NLM_0375355","Electronic","","","","","0301-620X (Print), 0968-7300 (CD-ROM), 2044-5377 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","Yes","2018-Oct-12"
"","RANGE","","","","","","","1995","","","","","","","","","","",""
"","HOLDING","MAUTUF","The Journal of bone and joint surgery. British volume","NLM_0375355","Print","","","","","0301-620X (Print), 0968-7300 (CD-ROM), 2044-5377 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2023-Mar-31"
"","RANGE","","","","","30","74","1948","1992","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research","NLM_8610640","Electronic","","","","","0884-0431 (Print), 1523-4681 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1996","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of burn care & research : official publication of the American Burn Association","NLM_101262774","Electronic","","","","","1559-047X (Print), 1559-0488 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","2006","","","","","","","","","","",""
"","HOLDING","MAUTUF","The Journal of cancer research","NLM_17840070R","Electronic","","","","","0099-7013 (Print)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1916","1930","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of cancer research and clinical oncology","NLM_7902060","Electronic","","","","","0171-5216 (Print), 1432-1335 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1979","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of cancer research and clinical oncology","NLM_7902060","Print","","","","","0171-5216 (Print), 1432-1335 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1997","2004","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of cardiac rehabilitation","NLM_8102878","Electronic","","","","","0275-1429 (Print)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1983","1985","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of cardiac surgery","NLM_8908809","Electronic","","","","","0886-0440 (Print), 1540-8191 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1997","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of cardiac surgery","NLM_8908809","Print","","","","","0886-0440 (Print), 1540-8191 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","7","19","1992","2004","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of cardiopulmonary rehabilitation","NLM_8511296","Electronic","","","","","0883-9212 (Print), 1539-0691 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1986","2003","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of cardiothoracic and vascular anesthesia","NLM_9110208","Electronic","","","","","1053-0770 (Print), 1532-8422 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1995","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of cardiovascular electrophysiology","NLM_9010756","Electronic","","","","","1045-3873 (Print), 1540-8167 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1997","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of cardiovascular electrophysiology","NLM_9010756","Print","","","","","1045-3873 (Print), 1540-8167 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","13","15","2002","2004","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of cardiovascular pharmacology","NLM_7902492","Electronic","","","","","0160-2446 (Print), 1533-4023 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1979","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of cardiovascular risk","NLM_9436980","Electronic","","","","","1350-6277 (Print)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1994","1998","","","","","","","","","",""
"","HOLDING","MAUTUF","The Journal of cardiovascular surgery","NLM_0066127","Print","","","","","0021-9509 (Print), 1827-191X (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","45","55","2004","2014","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of cataract and refractive surgery","NLM_8604171","Electronic","","","","","0886-3350 (Print), 1873-4502 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1999","","","","","","","","","","",""
"","HOLDING","MAUTUF","The Journal of cell biology","NLM_0375356","Electronic","","","","","0021-9525 (Print), 1540-8140 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1962","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of cell science","NLM_0052457","Electronic","","","","","0021-9533 (Print), 1477-9137 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1966","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of cell science","NLM_0052457","Print","","","","","0021-9533 (Print), 1477-9137 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2023-Mar-31"
"","RANGE","","","","","1","123","1966","2010","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of cellular and comparative physiology","NLM_0165540","Electronic","","","","","0095-9898 (Print)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1932","1965","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of cellular biochemistry","NLM_8205768","Electronic","","","","","0730-2312 (Print), 1097-4644 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1982","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of cellular biochemistry","NLM_8205768","Print","","","","","0730-2312 (Print), 1097-4644 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","59","90","1995","2003","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of cellular biochemistry. Supplement","NLM_8207539","Print","","","","","0730-6652 (Electronic), 0733-1959 (Print)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","24","39","","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of cellular physiology","NLM_0050222","Electronic","","","","","0021-9541 (Print), 1097-4652 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1966","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of cellular physiology","NLM_0050222","Print","","","","","0021-9541 (Print), 1097-4652 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1996","2003","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of chemical education","NLM_2985122R","Print","","","","","0021-9584 (Print)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","39","66","","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of chemical research. Synopses","NLM_7708411","Electronic","","","","","0308-2342 (Print)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1997","1999","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of chemical research. Synopses","NLM_7708411","Print","","","","","0308-2342 (Print)","No","Permanently Retained","0","Years","0","No","No","No","2023-Mar-31"
"","RANGE","","","","","","","1977","1991","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of chromatography","NLM_0427043","Print","","","","","","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","1","651","","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of chromatography. A","NLM_9318488","Electronic","","","","","0021-9673 (Print), 1873-3778 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1993","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of chromatography. A","NLM_9318488","Print","","","","","0021-9673 (Print), 1873-3778 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2022-Oct-06"
"","RANGE","","","","","689","941","1995","2001","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of chromatography. B, Biomedical applications","NLM_9421796","Electronic","","","","","1572-6495 (Print), 1879-1794 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1994","1996","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of chromatography. B, Biomedical sciences and applications","NLM_9714109","Electronic","","","","","1387-2273 (Print), 1878-5603 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1997","2001","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of chromatography. B, Biomedical sciences and applications","NLM_9714109","Print","","","","","1387-2273 (Print), 1878-5603 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","687","736","1997","1999","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of clinical and experimental psychopathology & quarterly review of psychiatry and neurology","NLM_17840140R","Print","","","","","0447-9122 (Print)","No","Permanently Retained","0","Years","0","No","No","No","2023-Mar-31"
"","RANGE","","","","","16","23","1955","1962","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of clinical anesthesia","NLM_8812166","Print","","","","","0952-8180 (Print), 1873-4529 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2023-Mar-31"
"","RANGE","","","","","4","15","1992","2003","","","","","","","","","",""
"","HOLDING","MAUTUF","The Journal of clinical endocrinology","NLM_17840150R","Print","","","","","0368-1610 (Print)","No","Permanently Retained","0","Years","0","No","No","No","2019-Dec-19"
"","RANGE","","","","","2","11","1942","1951","","","","","","","","","",""
"","HOLDING","MAUTUF","The Journal of clinical endocrinology and metabolism","NLM_0375362","Electronic","","","","","0021-972X (Print), 1945-7197 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1997","","","","","","","","","","",""
"","HOLDING","MAUTUF","The Journal of clinical endocrinology and metabolism","NLM_0375362","Print","","","","","0021-972X (Print), 1945-7197 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2019-Dec-19"
"","RANGE","","","","","58","81","1984","1996","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of clinical epidemiology","NLM_8801383","Electronic","","","","","0895-4356 (Print), 1878-5921 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1988","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of clinical epidemiology","NLM_8801383","Print","","","","","0895-4356 (Print), 1878-5921 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1995","2004","","","","","","","","","",""
"","HOLDING","MAUTUF","The Journal of clinical ethics","NLM_9114645","Electronic","","","","","1046-7890 (Print), 1945-5879 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","2007","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of clinical gastroenterology","NLM_7910017","Electronic","","","","","0192-0790 (Print), 1539-2031 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1979","1999","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of clinical gastroenterology","NLM_7910017","Print","","","","","0192-0790 (Print), 1539-2031 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2019-Dec-06"
"","RANGE","","","","","43","51","2008","2017","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of clinical immunology","NLM_8102137","Electronic","","","","","0271-9142 (Print), 1573-2592 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1981","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of clinical immunology","NLM_8102137","Print","","","","","0271-9142 (Print), 1573-2592 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","17","24","","","","","","","","","","","",""
"","HOLDING","MAUTUF","The Journal of clinical investigation","NLM_7802877","Electronic","","","","","0021-9738 (Print), 1558-8238 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","1","","","","","","","","","","","","",""
"","HOLDING","MAUTUF","The Journal of clinical investigation","NLM_7802877","Print","","","","","0021-9738 (Print), 1558-8238 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2023-Apr-07"
"","RANGE","","","","","1","116","1924","2006","","","","","","","","","",""
"","RANGE","","","","","129","130","2019","2020","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of clinical microbiology","NLM_7505564","Electronic","","","","","0095-1137 (Print), 1098-660X (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1975","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of clinical microbiology","NLM_7505564","Print","","","","","0095-1137 (Print), 1098-660X (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","1","43","","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of clinical neuro-ophthalmology","NLM_8109051","Electronic","","","","","0272-846X (Print)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1981","1993","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of clinical neurophysiology : official publication of the American Electroencephalographic Society","NLM_8506708","Electronic","","","","","0736-0258 (Print), 1537-1603 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1984","2008","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of clinical neurophysiology : official publication of the American Electroencephalographic Society","NLM_8506708","Print","","","","","0736-0258 (Print), 1537-1603 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2023-May-26"
"","RANGE","","","","","13","20","1996","2003","","","","","","","","","",""
"","HOLDING","MAUTUF","The Journal of clinical nutrition","NLM_17840170R","Electronic","","","","","0095-9871 (Print), 1938-3215 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1952","1954","","","","","","","","","",""
"","HOLDING","MAUTUF","The Journal of clinical nutrition","NLM_17840170R","Print","","","","","0095-9871 (Print), 1938-3215 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","1","2","","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of clinical oncology : official journal of the American Society of Clinical Oncology","NLM_8309333","Electronic","","","","","0732-183X (Print), 1527-7755 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1983","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of clinical orthodontics : JCO","NLM_0243471","Print","","","","","0022-3875 (Print), 1945-225X (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2023-Apr-07"
"","RANGE","","","","","4","53","1970","2019","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of clinical pathology","NLM_0376601","Electronic","","","","","0021-9746 (Print), 1472-4146 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1947","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of clinical pathology","NLM_0376601","Print","","","","","0021-9746 (Print), 1472-4146 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","48","62","1995","2009","","","","","","","","","",""
"","HOLDING","MAUTUF","The Journal of clinical pediatric dentistry","NLM_9100079","Print","","","","","1053-4628 (Print), 1557-5268 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2023-Apr-07"
"","RANGE","","","","","15","","1990","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of clinical periodontology","NLM_0425123","Electronic","","","","","0303-6979 (Print), 1600-051X (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1997","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of clinical periodontology","NLM_0425123","Print","","","","","0303-6979 (Print), 1600-051X (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2023-Apr-10"
"","RANGE","","","","","1","","1974","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of clinical pharmacology","NLM_0366372","Electronic","","","","","0091-2700 (Print), 1552-4604 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1973","","","","","","","","","","",""
"","HOLDING","MAUTUF","The Journal of clinical psychiatry","NLM_7801243","Print","","","","","0160-6689 (Print), 1555-2101 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2023-Apr-10"
"","RANGE","","","","","49","","1988","","","","","","","","","","",""
"","HOLDING","MAUTUF","The Journal of clinical psychiatry monograph series","NLM_8406471","Print","","","","","0742-1915 (Print)","No","Permanently Retained","0","Years","0","No","No","No","2023-Apr-10"
"","RANGE","","","","","12","17","1994","1999","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of clinical psychology","NLM_0217132","Electronic","","","","","0021-9762 (Print), 1097-4679 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1996","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of clinical psychopharmacology","NLM_8109496","Electronic","","","","","0271-0749 (Print), 1533-712X (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1981","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of clinical psychopharmacology","NLM_8109496","Print","","","","","0271-0749 (Print), 1533-712X (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2023-Apr-10"
"","RANGE","","","","","27","37","2007","2014","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of community health","NLM_7600747","Electronic","","","","","0094-5145 (Print), 1573-3610 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1975","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of community health","NLM_7600747","Print","","","","","0094-5145 (Print), 1573-3610 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","22","29","1997","2004","","","","","","","","","",""
"","HOLDING","MAUTUF","The Journal of comparative neurology","NLM_0406041","Electronic","","","","","0021-9967 (Print), 1096-9861 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1911","","","","","","","","","","",""
"","HOLDING","MAUTUF","The Journal of comparative neurology","NLM_0406041","Print","","","","","0021-9967 (Print), 1096-9861 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1996","2000","","","","","","","","","",""
"","HOLDING","MAUTUF","The Journal of comparative neurology and psychology","NLM_0405524","Electronic","","","","","0092-7015 (Print)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1904","1910","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of comparative pathology","NLM_0102444","Electronic","","","","","0021-9975 (Print), 1532-3129 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1995","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of comparative psychology (Washington, D.C. : 1983)","NLM_8309850","Print","","","","","0735-7036 (Print), 1939-2087 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","97","105","","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of continuing education in nursing","NLM_0262321","Electronic","","","","","0022-0124 (Print), 1938-2472 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","2000","2010","","","","","","","","","",""
"","HOLDING","MAUTUF","The Journal of craniofacial surgery","NLM_9010410","Electronic","","","","","1049-2275 (Print), 1536-3732 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1990","","","","","","","","","","",""
"","HOLDING","MAUTUF","The Journal of cranio-mandibular practice","NLM_8301363","Print","","","","","0734-5410 (Print)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","1","2","","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of cranio-maxillo-facial surgery : official publication of the European Association for Cranio-Maxillo-Facial Surgery","NLM_8704309","Electronic","","","","","1010-5182 (Print), 1878-4119 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1987","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of cranio-maxillo-facial surgery : official publication of the European Association for Cranio-Maxillo-Facial Surgery","NLM_8704309","Print","","","","","1010-5182 (Print), 1878-4119 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2023-Apr-10"
"","RANGE","","","","","15","40","1987","2012","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of cutaneous medicine and diseases of the skin","NLM_0014042","Print","","","","","","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","2","3","","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of dental education","NLM_8000150","Print","","","","","0022-0337 (Print), 1930-7837 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2022-Aug-09"
"","RANGE","","","","","1","77","1936","2013","","","","","","","","","",""
"","RANGE","","","","","78","","2014","","","","","","","","","","",""
"","HOLDING","MAUTUF","The Journal of dental medicine","NLM_17910020R","Print","","","","","0096-0241 (Print)","No","Permanently Retained","0","Years","0","No","No","No","2023-Apr-10"
"","RANGE","","","","","8","20","1953","1965","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of dental research","NLM_0354343","Electronic","","","","","0022-0345 (Print), 1544-0591 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1919","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of dental research","NLM_0354343","Print","","","","","0022-0345 (Print), 1544-0591 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","1","91","1919","2012","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of dental sciences","NLM_101293181","Electronic","","","","","1991-7902 (Print), 2213-8862 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","2009","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of dentistry","NLM_0354422","Electronic","","","","","0300-5712 (Print), 1879-176X (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1972","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of dentistry","NLM_0354422","Print","","","","","0300-5712 (Print), 1879-176X (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2021-Feb-11"
"","RANGE","","","","","1","103","1972","2020","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of dentistry for children","NLM_0150034","Print","","","","","0022-0353 (Print)","No","Permanently Retained","0","Years","0","No","No","No","2023-May-26"
"","RANGE","","","","","9","35","1941","1968","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of dentistry for children (Chicago, Ill.)","NLM_101180951","Electronic","","","","","1551-8949 (Print), 1935-5068 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","2003","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of dentistry for children (Chicago, Ill.)","NLM_101180951","Print","","","","","1551-8949 (Print), 1935-5068 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2023-May-26"
"","RANGE","","","","","70","73","2003","2006","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of dermatological science","NLM_9011485","Electronic","","","","","0923-1811 (Print), 1873-569X (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1995","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of diabetes and its complications","NLM_9204583","Electronic","","","","","1056-8727 (Print), 1873-460X (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1995","","","","","","","","","","",""
"","HOLDING","MAUTUF","The journal of ECT","NLM_9808943","Electronic","","","","","1095-0680 (Print), 1533-4112 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1998","1999","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of electrocardiology","NLM_0153605","Electronic","","","","","0022-0736 (Print), 1532-8430 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1968","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of electrocardiology","NLM_0153605","Print","","","","","0022-0736 (Print), 1532-8430 (Electronic)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","28","45","1995","2012","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of electronic resources in medical libraries","NLM_101175809","Electronic","","","","","1542-4065 (Print), 1542-4073 (Electronic)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","2004","","","","","","","","","","",""
"","HOLDING","MAUTUF","Journal of embryology and experimental morphology","NLM_7906439","Electronic","","","","","0022-0752 (Print)","No","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1953","1986","","","","","","","","","",""
"","HOLDING","MAUTUF","The Journal of emergency medicine","NLM_8412174","Electronic","","","","","0736-4679 (Print)","Yes","Permanently Retained","0","Years","0","No","No","No","2018-Oct-12"
"","RANGE","","","","","","","1995","","","","","","","","","","",""
"","HOLDING","MAUTUF","The Journal of emergency medicine","NLM_8412174","Print","","","","","0736-4679 (Print)","No","Permanently Retained","0","Years","0","No","No","No","2022-Oct-06"
